"","data_train_30$X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
"10705",60618,0,0.118176412,58,0,0.164525645,10508,7,0,2,0,2
"10706",60619,0,0.989415915,25,0,0.102359056,2500,9,0,0,5,2
"10707",60631,1,0,37,0,1.23755249,5000,12,0,2,0,4
"10708",60646,0,0.605507811,45,0,0.412756392,3558,14,0,0,1,1
"10709",60647,1,0.660226516,35,1,0.237254249,3000,3,0,0,1,5
"10710",60658,0,0.358782095,37,0,0.556424846,4217,4,0,1,0,3
"10711",60663,0,0.917015167,61,0,0.749146581,9666,12,0,2,0,0
"10712",60666,0,0.980446617,42,0,0.316544083,10740,9,0,2,0,0
"10713",60668,0,0,62,0,0.164967007,5000,3,0,1,0,0
"10714",60671,0,0.443711258,36,0,0.072909387,4292,3,0,0,0,5
"10715",60680,0,0.009374674,84,0,0.009990917,1100,7,0,0,0,0
"10716",60690,0,0.19649219,61,0,0.262934266,4000,12,0,0,0,0
"10717",60697,0,0.009567931,44,1,0.288263344,6500,8,0,2,0,2
"10718",60707,0,0.865713429,58,0,0.474561209,4500,9,0,2,0,0
"10719",60712,1,0.059385875,56,2,1.098887659,17170,17,0,9,0,2
"10720",60714,0,0.000556877,66,0,0.111177764,5000,8,0,1,0,0
"10721",60718,0,0.010721207,64,0,0.001794412,3900,6,0,0,0,1
"10722",60723,1,0.9999999,24,0,0.292938931,1047,2,1,0,0,2
"10723",60725,1,1.007795289,38,1,0.225884096,5400,6,4,0,2,0
"10724",60730,0,0.340290114,39,0,0.508137086,5222,9,0,1,0,0
"10725",60731,1,1.030498186,42,1,0.554281142,7497,12,0,1,0,3
"10726",60745,0,0.077996455,50,0,0.401357247,4125,5,0,2,0,2
"10727",60763,1,0.9999999,29,0,0.063066143,5850,1,1,0,0,0
"10728",60784,1,1.000234067,46,1,0.901263713,7200,12,0,2,0,1
"10729",60785,0,0.826243365,70,0,0.95334111,6000,21,0,2,0,2
"10730",60789,0,0.975151108,28,0,0.124383416,7500,7,0,0,0,1
"10731",60799,1,0,65,0,0.27653756,17917,5,0,2,0,0
"10732",60811,0,0.018523368,65,0,0.022954092,1001,5,0,0,0,0
"10733",60826,0,0.010731192,55,0,1.878276322,2250,17,0,1,0,0
"10734",60828,0,0.213441421,33,0,0.504423077,5199,15,0,2,0,2
"10735",60838,0,0.289737255,62,0,0.053583169,6083,6,0,0,0,0
"10736",60839,0,0,49,1,0,2080,4,0,0,0,0
"10737",60841,1,0.9999999,31,0,0.197782705,2254,2,0,0,0,1
"10738",60842,1,0.017757855,68,0,0.156605641,4041,8,1,0,0,0
"10739",60846,0,0.152581822,38,0,0.401567875,12500,9,0,2,0,2
"10740",60847,1,0.742171885,54,3,0.320690191,6432,7,0,1,0,1
"10741",60852,1,0.383482329,50,0,0.525298523,9881,12,0,1,0,1
"10742",60859,0,0,48,0,0.241925777,4984,7,0,1,0,1
"10743",60876,0,0.355506771,50,0,0.436524673,9483,15,0,2,0,0
"10744",60883,1,1.083444415,45,0,0.109372283,5750,11,1,0,0,0
"10745",60889,0,0.26566416,51,0,0.548576535,7832,12,0,2,0,0
"10746",60892,1,0.857665539,39,2,0.44784923,6950,14,0,2,0,2
"10747",60906,1,0.001313065,34,0,0.1829398,4700,2,0,1,0,4
"10748",60907,0,0.013649318,28,0,0.302424394,4000,6,0,2,0,0
"10749",60915,1,0.854545455,53,3,0.460513162,3000,12,0,0,0,1
"10750",60917,0,0,46,0,0.335020883,7900,11,0,2,0,0
"10751",60922,1,0.391962971,42,0,1.180577594,3150,16,0,2,0,2
"10752",60925,0,0.033685961,63,0,0.534093181,5000,25,0,2,0,1
"10753",60929,0,0.509986684,72,0,0.00686553,4223,6,0,0,0,2
"10754",60934,1,0.814039326,54,3,0.168777496,7500,10,0,0,0,0
"10755",60936,0,0.499014917,35,0,0.11124386,7532,8,0,0,0,0
"10756",60943,1,1.122923588,46,1,0.406665057,4140,2,1,1,0,1
"10757",60953,0,0,72,0,0,10000,16,0,0,0,0
"10758",60958,0,0.000388867,43,0,0.706510139,5621,12,0,2,0,3
"10759",60963,1,0.017988008,33,0,0.533185226,3600,6,0,2,1,0
"10760",60978,0,0.458232248,42,1,0.171179357,5502,26,0,1,0,1
"10761",60995,0,0.056020548,42,0,0.635676932,1720,11,0,1,0,0
"10762",61000,0,0.00459908,37,0,0.324954016,1630,2,0,1,0,0
"10763",61001,0,0.093438428,68,0,0.060168739,9007,6,0,2,0,0
"10764",61004,0,0.119104494,53,0,0.514935633,8000,6,0,3,0,1
"10765",61010,1,0.9999999,25,0,0.029356652,1600,1,2,0,0,1
"10766",61014,0,0.98673162,30,0,0.268806744,3083,4,0,0,1,0
"10767",61017,1,0.998001998,30,1,0.73012851,2100,4,0,0,0,6
"10768",61018,1,0.33534311,62,0,0.342609324,8300,7,0,2,0,0
"10769",61023,0,0,44,0,1.19276535,2100,5,0,1,0,2
"10770",61029,0,0.272499483,49,0,0.287796651,8300,4,0,1,0,2
"10771",61031,0,0.9999999,40,0,0.021083702,4742,8,0,0,0,2
"10772",61035,1,0.155585803,42,1,0.176747378,10200,10,0,1,0,0
"10773",61040,0,0.994276257,53,3,0.342590535,4500,5,0,1,0,4
"10774",61045,0,0.006224844,36,0,0.502030615,3200,8,0,1,0,0
"10775",61059,1,0.618129534,67,2,0.74355659,11600,10,0,3,0,1
"10776",61063,1,0.867236974,38,2,0.162799472,5300,8,0,0,0,0
"10777",61072,0,0.59331291,41,0,0.419980801,14583,19,0,2,0,2
"10778",61073,1,0.538577474,59,0,0.391131174,3765,8,0,2,0,3
"10779",61076,1,0.9999999,31,1,0.029202841,3800,0,1,0,0,2
"10780",61077,0,0.173115135,67,0,0.228461923,6000,11,0,0,0,0
"10781",61081,0,0.217592747,68,0,0.091532396,2916,5,0,0,0,0
"10782",61083,0,0.435914873,39,1,0.387435427,6000,11,0,1,0,0
"10783",61085,0,0.9999999,33,0,0.076218242,2400,1,0,0,0,0
"10784",61092,0,0.008690143,56,0,0.328863606,7382,14,0,2,0,0
"10785",61104,0,0.421104569,41,0,0.443288757,8075,7,0,1,0,1
"10786",61110,0,0.001677759,54,0,0.522542978,6165,13,0,2,0,1
"10787",61115,0,0,58,0,0.094976256,4000,5,0,0,0,2
"10788",61118,0,0.987841124,42,0,0.396049437,9061,7,0,2,0,1
"10789",61121,0,0.003083446,53,0,0.096175478,5333,12,0,0,0,5
"10790",61125,1,0.336959718,37,0,0.131557036,1200,2,0,1,2,2
"10791",61127,0,0.254617494,59,0,0.291382602,7333,15,0,2,0,1
"10792",61129,0,0.497251374,39,0,0.52761194,5359,14,0,1,0,1
"10793",61131,1,0.410443155,52,0,0.19177892,7200,4,9,0,1,0
"10794",61143,0,0,57,0,0.256249107,7000,9,0,0,0,1
"10795",61145,1,0.9999999,40,0,0.474947228,9000,3,3,1,0,2
"10796",61164,0,0.098043884,68,0,0.020798151,11250,7,0,0,0,0
"10797",61167,0,0.043191362,32,0,0.605462412,3697,6,0,1,0,0
"10798",61175,0,0.9999999,39,0,0,4096,0,1,0,0,0
"10799",61176,1,0.9999999,33,1,0.154400918,6100,10,2,0,1,0
"10800",61177,0,0.892381636,44,0,0.881647341,2500,8,0,0,0,0
"10801",61178,1,0.179494391,63,0,0.442011046,5250,5,0,2,0,0
"10802",61179,0,0.894327511,63,0,0.170224313,16583,2,0,1,0,0
"10803",61188,0,0.409960956,30,1,0.222600287,11167,7,0,1,0,2
"10804",61193,0,0.00582514,36,0,0.420352391,8342,8,0,2,0,3
"10805",61194,0,0.9999999,29,0,0.451110192,7250,6,0,3,0,0
"10806",61202,0,0.531430655,48,0,0.553098553,3662,4,0,1,0,0
"10807",61204,0,0.9999999,62,0,0.13170575,3112,1,0,0,0,0
"10808",61205,0,0.9999999,59,0,0.560106857,2245,4,0,0,0,0
"10809",61206,1,1.320453031,43,0,0.197019449,3958,1,9,0,0,1
"10810",61217,0,0.004095043,79,0,0.125427873,8179,5,0,1,0,0
"10811",61226,0,0.9999999,44,0,0.015994668,3000,0,0,0,0,3
"10812",61233,1,0.960582691,25,1,0.273726274,1000,4,0,0,0,0
"10813",61238,1,0.849236913,44,2,0.43188446,7200,11,3,2,4,0
"10814",61243,0,0.834149735,42,0,0.653276259,12147,12,0,5,0,0
"10815",61246,1,0.122651339,62,0,0.319557196,4064,13,0,1,0,1
"10816",61248,1,0.9999999,56,2,0.131934277,6146,6,1,0,1,0
"10817",61249,1,0.854998868,47,3,0.728403113,23000,20,0,9,0,2
"10818",61252,0,0.175104437,47,0,0.331935976,7871,15,0,1,0,1
"10819",61255,0,0.733145708,50,1,0.319493207,6550,11,0,1,0,0
"10820",61261,0,0.771898381,34,0,1.277146751,2200,22,0,2,0,0
"10821",61266,0,0.01432235,80,0,0.015992004,2000,14,0,0,0,0
"10822",61280,0,0.041551538,55,0,0.31155737,12000,9,0,2,0,1
"10823",61292,1,0.810750777,26,0,0.055737075,5202,3,0,0,1,1
"10824",61296,1,0.520806328,51,0,0.285656375,14800,11,0,2,0,2
"10825",61299,1,0,58,1,0.619584193,6300,6,1,2,0,3
"10826",61305,0,0.014550721,62,0,0.071408169,3500,5,0,0,0,0
"10827",61306,0,0.9999999,63,0,0.156454967,6250,3,0,1,0,1
"10828",61312,1,0.635109122,68,0,1.333333333,1085,2,0,1,0,0
"10829",61318,0,0,43,2,0.234405056,3638,4,0,0,0,4
"10830",61331,0,0.417011065,39,0,0.528117971,4000,9,0,2,0,4
"10831",61337,0,0.048487901,50,0,0.15480818,5916,9,0,1,0,0
"10832",61341,0,0.068021938,70,0,0.901419716,5000,9,0,1,0,2
"10833",61384,0,0.238093876,57,0,0.163754446,6466,17,0,0,0,1
"10834",61385,0,0.012498416,66,0,0.117180176,16000,26,0,2,0,0
"10835",61386,0,1.278884462,32,2,0.09333899,7070,4,0,0,1,0
"10836",61394,1,0.9999999,27,0,0.049937578,800,2,0,0,0,2
"10837",61396,0,0,36,0,0,1300,1,0,0,0,1
"10838",61397,0,0.780532203,43,0,0.537518477,11500,9,0,2,0,2
"10839",61409,1,0.94608167,59,0,0.835991431,4200,14,0,1,0,1
"10840",61411,0,0.01158824,76,0,0.056269637,3500,5,0,0,0,1
"10841",61412,0,0,40,0,0.143107112,8000,3,0,0,0,0
"10842",61417,1,0.508745627,52,2,0.189944134,3400,5,0,0,0,0
"10843",61423,0,0.542594321,34,0,0.149173395,2600,6,0,0,0,0
"10844",61432,1,1.062839189,28,2,0.424242424,2903,5,0,0,0,1
"10845",61434,0,0.381252441,42,1,0.60734724,5416,17,0,2,0,0
"10846",61438,0,0,33,0,0.37569429,4500,7,0,1,0,4
"10847",61448,0,0.014811121,56,0,0.393630809,5400,8,0,1,0,1
"10848",61452,1,0.920696812,32,3,0.549408432,6000,11,1,1,0,4
"10849",61471,1,0.093214399,47,0,0.339704451,11300,14,0,3,0,3
"10850",61472,0,0.116525753,66,0,0.135499354,5416,12,0,0,0,0
"10851",61476,0,0.436890759,37,0,0.579419991,6792,10,0,1,0,3
"10852",61481,1,0.35416146,50,1,0.352051341,4362,6,0,0,0,1
"10853",61485,0,0.061924853,34,0,0.166640216,6300,11,0,1,0,0
"10854",61490,0,0,45,0,0,7383,7,0,0,0,0
"10855",61502,0,0.022314891,53,0,0.269642642,8310,9,0,1,0,1
"10856",61510,0,0.061764257,61,0,0.154228856,4220,24,0,0,0,0
"10857",61511,0,0.037401613,77,0,0.009998182,5500,6,0,0,0,1
"10858",61521,0,0.114795408,48,0,0.359165184,6180,3,0,1,0,0
"10859",61524,0,0.006666405,82,0,0.001332978,3750,5,0,0,0,0
"10860",61528,0,0.15036156,72,0,0.534790722,3750,20,0,1,0,0
"10861",61533,0,0.396280186,51,0,0.592901602,7550,12,0,2,0,4
"10862",61540,1,0.188407008,53,0,0.160139977,6000,8,1,1,0,0
"10863",61542,0,0.001866542,88,0,0,4464.76118604775,2,0,0,0,0
"10864",61544,0,0,73,0,0,2236,3,0,0,0,0
"10865",61545,0,0.591311433,64,0,0.906005222,1531,9,1,1,0,0
"10866",61552,0,0.019160021,36,0,0.158037475,8111,4,0,1,0,0
"10867",61554,0,0.012213008,38,0,0.009164757,4800,8,0,0,0,0
"10868",61562,0,0.242563944,44,0,0.435165152,6932,13,0,1,0,1
"10869",61565,1,0.245433942,26,1,0.171950871,3500,4,0,0,0,0
"10870",61566,0,0.064450318,58,0,0.392151962,4000,11,0,1,0,1
"10871",61569,0,0.182224514,33,0,0.453454696,4833,7,0,1,0,0
"10872",61573,0,0.810380874,52,0,0.774550047,3166,7,0,1,0,0
"10873",61574,0,0.173828442,30,0,0.170172881,4800,8,0,0,0,0
"10874",61579,1,0.931206879,44,2,0.84107946,2000,3,0,0,2,2
"10875",61581,0,0.029071753,55,0,0.268738574,4922,8,0,2,0,1
"10876",61582,0,0.037980568,40,0,0.174531459,5975,8,0,0,0,0
"10877",61588,0,0,42,0,0.274788703,4850,6,0,1,0,3
"10878",61589,1,0.309945172,58,0,0.866426715,5000,13,0,2,0,0
"10879",61603,1,0.9999999,49,0,0,16200,4,0,0,0,0
"10880",61605,1,0.948112034,39,0,0.823588206,2000,7,0,0,0,0
"10881",61618,1,0.676967824,27,0,0.232929164,4700,8,0,0,0,0
"10882",61619,0,0.018949053,75,0,0.003249188,4000,6,0,0,0,0
"10883",61622,0,0.256904027,33,1,0.441355066,6257,10,0,2,0,0
"10884",61625,0,0.356822872,35,0,1.037136616,5950,11,0,2,0,2
"10885",61634,1,0.9999999,31,2,0.203490847,2348,2,1,0,2,1
"10886",61643,0,0.009936879,89,0,0.001086661,3680,2,0,0,0,0
"10887",61651,0,0.771497271,51,0,0.487060998,3245,8,0,1,0,2
"10888",61657,0,0.214938474,45,0,0.311370337,7800,5,0,2,0,5
"10889",61664,1,1.055962692,38,1,0.364059718,7300,6,0,1,0,0
"10890",61668,0,0.9999999,39,0,0.113880533,2326,4,0,0,0,0
"10891",61673,0,1.024664008,52,0,0.331770646,2772,9,0,0,0,4
"10892",61680,0,0.715737269,37,0,0.583506584,2885,7,0,1,0,1
"10893",61682,0,0.066813578,79,0,0.136772645,5000,8,0,1,0,0
"10894",61683,0,0.075738689,68,0,0.321071571,2500,12,0,0,0,0
"10895",61685,0,0.047152931,24,0,0.002471013,5260,2,0,0,0,0
"10896",61699,0,0.349387551,33,0,0.308357751,7166,4,0,1,0,2
"10897",61700,0,0.062389954,51,0,0.071209199,14000,6,0,0,0,2
"10898",61703,1,0.777400128,46,2,0.40223034,5200,9,2,2,0,0
"10899",61705,1,0.100257069,43,0,0.02657543,6283,3,0,0,0,3
"10900",61707,1,0.851905521,35,0,0.043021266,4090,1,0,0,0,3
"10901",61715,1,1.034786086,25,0,0.077961019,2000,4,0,0,0,0
"10902",61722,0,0.425247549,50,0,0.119975515,4900,5,0,0,0,1
"10903",61724,1,0.574745827,55,5,0.416329602,10630,10,0,2,0,5
"10904",61725,0,0.002217778,64,1,0.011903628,10500,7,0,0,0,0
"10905",61735,1,0.475504899,53,0,0.50855615,1869,13,1,1,1,0
"10906",61736,1,0.043296127,52,0,0.773168184,6700,6,0,2,0,0
"10907",61765,1,0.833020638,56,0,0.648425882,39672,18,0,8,0,0
"10908",61766,0,0,40,0,0.128161458,11742,7,0,2,0,3
"10909",61772,0,0.712778213,54,1,0.377630788,3325,9,0,1,0,0
"10910",61774,0,0.020844026,52,0,0.475449294,6231,15,0,3,0,3
"10911",61780,0,0.207212438,50,0,0.122671353,2844,3,0,0,0,2
"10912",61781,0,0,47,0,0.281854786,7698,10,0,2,0,0
"10913",61783,0,0.059134936,63,0,0.019991115,2250,4,0,0,0,0
"10914",61793,0,0.639063773,32,0,0.284216831,3338,14,0,0,0,0
"10915",61812,1,1.06942516,46,9,0.346173868,1920,11,1,0,1,1
"10916",61817,0,0.403527958,66,0,0.535090844,8420,22,0,1,0,0
"10917",61825,1,0,47,3,0.181454636,4000,5,0,0,0,1
"10918",61832,0,1.006528656,51,1,0.245730694,6616,7,1,0,0,4
"10919",61834,0,0.317233689,50,1,0.55134347,4800,11,0,1,0,1
"10920",61836,0,0.090556931,49,0,0.025972442,8200,11,0,0,0,6
"10921",61842,0,0.162779901,46,0,0.535051716,6090,9,0,1,0,0
"10922",61847,0,0.039518419,66,0,0.171417688,15750,5,0,1,0,0
"10923",61850,1,1.294335431,48,2,0.374825338,8587,4,5,1,2,2
"10924",61851,0,0.073471872,77,0,0.003184713,7535,3,0,0,0,0
"10925",61855,0,0.80302762,34,0,0.739202888,7200,13,0,2,0,0
"10926",61866,0,0.820369974,32,0,0.248847926,2820,7,0,0,0,0
"10927",61874,0,0,54,0,0.125,4167,10,0,0,0,0
"10928",61878,0,0,61,0,0.195944016,3500,6,0,1,0,0
"10929",61882,0,0.000337066,83,0,0.016807835,7555,10,0,0,0,0
"10930",61885,1,0.609456507,62,2,0.83831592,9666,19,4,2,0,3
"10931",61889,1,0.870376541,30,1,0.28553577,3200,3,1,0,1,3
"10932",61893,0,0.086656163,35,0,0.203732504,4500,3,0,0,0,2
"10933",61901,0,0.021245307,47,0,0.361856109,2348,11,0,1,0,0
"10934",61905,1,1.019150708,42,1,0.090268886,3123,1,1,0,0,4
"10935",61910,0,0.9999999,60,0,0,5000,0,1,0,0,0
"10936",61912,0,0.123916747,58,0,0.176520994,3500,5,0,0,0,0
"10937",61914,0,0.087687415,65,2,0.134480417,4416,9,0,0,0,0
"10938",61915,0,0.292141572,51,0,0.197372663,12407,5,0,2,0,2
"10939",61924,0,0.333666334,25,0,0.181225554,2300,3,0,0,0,0
"10940",61927,0,0.031904415,39,0,0.373311428,5477,5,0,1,0,3
"10941",61933,1,0.909838003,51,3,0.344424985,15416,13,1,2,0,2
"10942",61935,1,0.9999999,41,0,0.001713796,3500,4,0,0,1,0
"10943",61941,0,0,58,1,0.359104404,8083,6,0,1,0,0
"10944",61953,1,0.643734222,51,0,0.349958437,7217,7,0,2,0,4
"10945",61960,0,0.027194561,31,0,0.132214956,3516,6,0,0,0,1
"10946",61972,1,0.9999999,57,2,1.689770077,3000,7,1,2,2,3
"10947",61975,0,0.111771499,53,1,0.480919847,6000,10,0,2,0,0
"10948",61986,1,0.944375952,41,5,0.285031155,6900,10,2,0,0,3
"10949",62003,0,0.9999999,78,0,0.000499917,6000,4,0,0,0,0
"10950",62006,0,0.017808739,37,0,0.128012855,5600,9,0,0,0,2
"10951",62018,0,0.196281041,57,0,0.13260762,4041,10,0,1,0,0
"10952",62029,0,0.17821706,63,1,0.453637934,5208,3,0,1,0,0
"10953",62037,0,0.909348003,61,8,1.364581667,6250,22,0,2,0,0
"10954",62042,1,0.999578415,23,2,0.214450423,1300,3,0,0,0,0
"10955",62045,0,0.195242218,67,0,0.788690991,5782,26,0,3,0,0
"10956",62046,0,0.450716143,50,0,0.075683131,11600,3,0,0,0,0
"10957",62048,1,0.944256968,34,1,0.431991581,3800,4,2,0,1,1
"10958",62049,0,0.05699525,29,0,0.698757764,2253,3,0,1,0,0
"10959",62050,0,0.107193666,78,0,0.041234371,3758,6,0,0,0,1
"10960",62065,1,0.9999999,31,0,0,2688.83816589711,0,0,0,0,0
"10961",62068,0,0.758040063,44,0,0.427347311,5484,13,0,3,0,2
"10962",62086,1,0.969336254,50,0,0.530076175,7613,8,1,2,0,6
"10963",62087,0,0.559201276,38,0,0.3976855,7344,9,0,1,0,2
"10964",62096,0,0.024088354,75,0,0.360439927,6000,8,0,1,0,0
"10965",62097,0,0.598562575,51,0,0.065386133,7600,4,0,0,0,0
"10966",62106,0,0.07709743,61,0,0.307910004,7066,5,0,2,0,0
"10967",62109,0,0.082524695,38,0,0.15162258,7333,14,0,0,0,2
"10968",62111,0,0.317479456,69,0,0.340855419,3810,13,0,1,0,0
"10969",62114,1,0,26,2,0.261010538,3700,6,0,0,1,0
"10970",62116,1,0.549115823,54,1,0.480540988,7245,16,0,1,0,0
"10971",62130,1,0.973781592,26,2,0.403438625,2500,6,2,0,0,0
"10972",62131,0,0.337774577,64,0,0.257371314,2000,13,0,0,0,0
"10973",62133,0,0.105010647,53,0,0.396371947,7000,11,0,1,0,0
"10974",62146,1,0.755269708,42,0,0.44173409,8280,9,0,0,0,2
"10975",62158,1,1.138635376,48,3,0.264433892,4000,4,0,0,1,0
"10976",62164,1,0.9999999,43,0,0.086774261,4770,1,0,0,0,1
"10977",62176,0,0.730478914,63,0,0.361515748,10159,19,0,1,0,0
"10978",62181,0,0.023960617,49,0,0.329207332,4200,6,0,2,0,2
"10979",62187,0,0.928845192,38,1,0.53779473,2883,3,1,1,0,3
"10980",62189,0,0.989122121,43,0,0.45668773,7595,9,0,2,0,2
"10981",62195,1,0.549382386,29,1,0.370044997,14000,12,1,1,0,0
"10982",62201,1,0.9999999,64,0,0.499911894,5674,2,2,1,1,0
"10983",62202,1,0.201796331,36,0,0.268774704,6830,3,1,1,0,3
"10984",62204,1,0.252603351,49,0,0.454280358,4800,16,0,2,0,2
"10985",62207,0,0.278491191,68,0,1.628685657,2000,14,0,2,0,0
"10986",62209,0,0.017999357,51,0,0.002908562,5500,7,0,0,0,1
"10987",62216,0,0.002699865,58,0,0.631947338,12000,10,0,4,0,1
"10988",62228,1,0.476509863,42,0,0.705696619,7600,14,0,2,0,1
"10989",62231,0,0.157085197,88,0,0.342872867,5450,9,0,2,1,0
"10990",62251,0,0.357848292,41,0,0.412559749,6066,7,0,1,0,2
"10991",62253,1,0,27,0,0.76538829,14653,8,0,3,0,0
"10992",62259,0,0,32,0,0.215494071,6324,9,0,1,0,1
"10993",62266,1,0.9999999,34,0,0,4506,0,1,0,0,0
"10994",62271,0,0.147138653,28,0,0.164471759,3416,8,0,0,0,0
"10995",62286,0,0.277811503,72,0,0.274071403,11091,17,0,1,0,1
"10996",62287,0,0.069678606,85,0,0.293141372,5000,4,0,1,0,0
"10997",62289,0,0.056560411,65,0,0.062492188,8000,7,0,0,0,0
"10998",62305,0,0.08571287,38,0,0.171049623,17491,11,0,2,0,0
"10999",62308,0,0.008926107,63,0,0.007358768,8832,5,0,0,0,0
"11000",62314,0,0.313682819,41,1,0.256303739,10350,6,0,1,0,3
"11001",62320,0,0.06709105,58,0,0.344766485,7900,11,0,1,0,0
"11002",62324,0,0,25,0,0,5416,1,0,0,0,0
"11003",62332,0,0.001596109,82,0,1,2549.64572200494,6,0,0,0,0
"11004",62335,1,0.9999999,51,1,0,6179,2,0,0,1,0
"11005",62358,1,0.969048959,38,0,0.553968254,5669,8,0,2,0,2
"11006",62360,1,0.417311018,56,2,0.154978647,8897,7,0,1,0,0
"11007",62365,0,0.9999999,37,0,0.009412651,2655,0,0,0,0,1
"11008",62367,0,0.265521316,38,0,0.050071531,6290,2,0,0,0,0
"11009",62372,1,0.064098516,54,2,0.347708466,6283,9,1,2,1,3
"11010",62376,0,0.945550405,58,6,0.369689047,10708,8,1,2,0,1
"11011",62383,0,0.746407316,63,0,0.033728054,126333,8,0,2,0,0
"11012",62386,1,0.770547287,91,5,0.350313152,2394,5,1,0,3,0
"11013",62389,0,0.03620572,53,0,0.385069511,5250,14,0,2,0,0
"11014",62395,1,0.9999999,35,0,0.822435513,5000,8,0,2,3,0
"11015",62397,1,0.9999999,33,1,0.089740358,3966,2,1,0,0,2
"11016",62401,1,0.10429087,50,0,0.434505901,8641,19,0,3,0,3
"11017",62406,0,0.034976223,38,0,0.706890396,2800,9,0,2,0,1
"11018",62410,0,0.486508858,52,0,0.385911045,11398,19,0,1,0,0
"11019",62411,0,0.9999999,34,0,1.034164358,2165,6,0,2,1,2
"11020",62412,0,0.405659434,47,0,0.350004418,11316,5,0,2,0,1
"11021",62415,1,1.07153922,49,2,0.396419437,3518,8,3,0,0,0
"11022",62417,0,0.009418696,59,0,0.140762463,3750,13,0,0,0,0
"11023",62422,0,0.038264809,80,0,0.522670475,2800,16,0,1,0,1
"11024",62427,0,0.511252478,54,0,0.291380999,6125,6,0,1,0,2
"11025",62429,1,0.9999999,57,0,0.106182228,7100,1,0,1,0,2
"11026",62436,1,0.988712349,30,0,0.145742832,4603,3,0,0,0,1
"11027",62437,1,0.704118353,65,0,0.285747501,4300,4,0,0,0,0
"11028",62439,1,1.114540317,52,4,0.47184466,514,5,1,0,1,0
"11029",62443,0,0.105802617,50,1,0.291081401,5908,12,0,1,0,0
"11030",62445,0,0.435377495,53,0,0.501304186,8050,12,0,2,0,3
"11031",62450,1,0.675929339,67,0,0.801082365,7575,14,0,2,0,0
"11032",62452,0,0.04327076,42,0,0.16487057,9000,4,0,1,0,1
"11033",62463,1,0.495001999,59,2,0.465942591,6444,11,4,2,5,3
"11034",62467,0,0.559088182,46,0,0.360748913,5981,5,0,1,0,2
"11035",62473,0,0.129149902,49,0,0.253132832,9176,5,0,1,0,0
"11036",62475,0,0.027573295,64,0,0.39634779,4818,3,0,1,0,0
"11037",62476,1,0.484728054,50,1,0.370602776,5258,12,0,1,0,2
"11038",62477,1,0.9999999,36,1,0.255794928,3666,3,2,0,0,2
"11039",62478,1,0.023752542,39,0,0.311392984,8750,17,0,2,0,0
"11040",62485,0,0.9574336,43,1,1.287142571,5000,8,0,2,0,2
"11041",62486,0,0.023724613,63,0,0.014190559,6905,8,0,0,0,0
"11042",62497,0,0.9999999,46,0,0.146607723,11083,5,0,1,0,0
"11043",62501,0,0.253218431,66,0,0.615903614,6224,15,0,2,0,1
"11044",62511,0,0.129445536,75,0,0.327733613,6666,10,0,1,0,1
"11045",62514,0,0.127440556,48,0,0.38283439,6780,9,0,2,0,2
"11046",62515,1,0.974301285,44,1,0.34495688,8000,8,0,1,0,0
"11047",62526,0,1.012285276,53,0,0.807062655,11666,10,0,3,0,0
"11048",62532,1,0.041834508,48,0,1.429514097,5000,21,0,8,0,1
"11049",62533,0,0.77263639,32,0,0.090909091,1957,2,0,0,1,2
"11050",62535,0,0.0091951,29,0,0.001590548,4400,4,0,0,0,0
"11051",62539,0,0.351349219,84,0,0.100732601,15833,11,0,0,0,1
"11052",62551,0,0.9999999,73,0,0,5766,2,0,0,0,0
"11053",62555,0,0.050347483,86,0,0.302549966,2901,3,0,1,0,1
"11054",62557,0,0.381138778,31,0,0.330814108,7541,12,0,1,0,1
"11055",62564,1,0.218421053,35,4,0.104986877,2666,10,2,0,1,0
"11056",62565,1,0.88721738,44,1,1.11555278,1600,12,0,0,0,0
"11057",62572,0,0.443082312,29,0,0.340822013,5741,10,0,1,0,0
"11058",62576,1,0.9999999,59,2,0.65823061,9166,6,1,2,1,0
"11059",62583,0,0.091756904,57,0,0.067168568,8500,8,0,1,0,0
"11060",62590,0,0.9999999,30,0,0,1100,0,0,0,0,0
"11061",62591,1,0.9999999,63,2,0.006499188,8000,0,0,0,1,0
"11062",62593,1,0.869855602,48,1,0.386540161,21500,27,0,8,0,1
"11063",62595,0,0.171155769,71,0,0.159114747,9533,6,0,2,1,1
"11064",62602,0,0.113179054,57,0,0.33618966,3500,5,0,0,0,0
"11065",62604,0,0.072201917,47,0,0.378924215,5000,7,0,2,0,2
"11066",62608,0,0.045594452,53,0,0.345971564,8650,16,0,3,0,0
"11067",62617,0,0.083747906,63,0,0.225521119,14583,10,0,2,0,0
"11068",62625,0,1.110386788,30,1,0.260290082,2550,5,0,0,1,0
"11069",62629,0,0.063084513,39,0,0.54276194,2700,16,0,1,0,1
"11070",62651,0,0.21169699,30,0,0.498692509,6500,8,0,1,1,2
"11071",62657,0,0.500813916,46,0,0.062361419,10823,4,0,0,0,3
"11072",62662,0,0.205867494,51,0,0.459021315,3330,6,0,1,0,0
